bibtype,title,volume,issn,doi,abstract,number,journal,author,year,keywords,pages,language,month,url,booktitle,address,series,isbn,publisher,editor
Article,"Self-monitoring and psychoeducation in bipolar patients with a smart-phone application ({SIMPLe}) project: {Design}, development and studies protocols",15,NA,10.1186/s12888-015-0437-6,"Background: New technologies have recently been used for monitoring signs and symptoms of mental health illnesses and particularly have been tested to improve the outcomes in bipolar disorders. Web-based psychoeducational programs for bipolar disorders have also been implemented, yet to our knowledge, none of them have integrated both approaches in one single intervention. The aim of this project is to develop and validate a smartphone application to monitor symptoms and signs and empower the self-management of bipolar disorder, offering customized embedded psychoeducation contents, in order to identify early symptoms and prevent relapses and hospitalizations. Methods/design: The project will be carried out in three complementary phases, which will include a feasibility study (first phase), a qualitative study (second phase) and a randomized controlled trial (third phase) comparing the smartphone application (SIMPLe) on top of treatment as usual with treatment as usual alone. During the first phase, feasibility and satisfaction will be assessed with the application usage log data and with an electronic survey. Focus groups will be conducted and technical improvements will be incorporated at the second phase. Finally, at the third phase, survival analysis with multivariate data analysis will be performed and relationships between socio-demographic, clinical variables and assessments scores with relapses in each group will be explored. Discussion: This project could result in a highly available, user-friendly and not costly monitoring and psychoeducational intervention that could improve the outcome of people suffering from bipolar disorders in a practical and secure way. Trial registration: Clinical Trials.gov:NCT02258711 (October 2014). Â© Hidalgo-Mazzei et al.",1,BMC Psychiatry,D. Hidalgo-Mazzei and A. Mateu and M. Reinares and J. Undurraga and C.M. BonnÃ­n and J. SÃ¡nchez-Moreno and E. Vieta and F. Colom,2015,"adult, Article, controlled study, female, human, male, mobile application, mental health, telemedicine, feasibility study, middle aged, patient satisfaction, randomized controlled trial, information processing, clinical protocol, bipolar I disorder, psychoeducation, psychotherapy, Telemedicine, mobile phone, medication compliance, Adult, Female, Humans, Male, Middle Aged, demography, quality of life, procedures, bipolar disorder, randomized controlled trial (topic), self monitoring, Mobile Applications, patient education, Patient Education as Topic, Bipolar Disorder, hospitalization, Feasibility Studies, qualitative research, social status, self care, relapse, Mental Health, Psychotherapy, suicide attempt, Self Care, bipolar depression, Cell Phones, methodology, Research Design, Focus Groups, bipolar II disorder, survival, bipolar mania, hypomania, biological rhythm",NA,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925874602&doi=10.1186%2fs12888-015-0437-6&partnerID=40&md5=1be06c5461a724ff729dc19f124d48cf,NA,NA,NA,NA,NA,NA
Article,Augmenting psychoeducation with a mobile intervention for bipolar disorder: {A} randomized controlled trial,174,NA,10.1016/j.jad.2014.10.053,"Background Psychosocial interventions for bipolar disorder are frequently unavailable and resource intensive. Mobile technology may improve access to evidence-based interventions and may increase their efficacy. We evaluated the feasibility, acceptability and efficacy of an augmentative mobile ecological momentary intervention targeting self-management of mood symptoms. Methods This was a randomized single-blind controlled trial with 82 consumers diagnosed with bipolar disorder who completed a four-session psychoeducational intervention and were assigned to 10 weeks of either: 1) mobile device delivered interactive intervention linking patient-reported mood states with personalized self-management strategies, or 2) paper-and-pencil mood monitoring. Participants were assessed at baseline, 6 weeks (mid-point), 12 weeks (post-treatment), and 24 weeks (follow up) with clinician-rated depression and mania scales and self-reported functioning. Results Retention at 12 weeks was 93\% and both conditions were associated with high satisfaction. Compared to the paper-and-pencil condition, participants in the augmented mobile intervention condition showed significantly greater reductions in depressive symptoms at 6 and 12 weeks (Cohen's d for both were d=0.48). However, these effects were not maintained at 24-weeks follow up. Conditions did not differ significantly in the impact on manic symptoms or functional impairment. Limitations This was not a definitive trial and was not powered to detect moderators and mediators. Conclusions Automated mobile-phone intervention is feasible, acceptable, and may enhance the impact of brief psychoeducation on depressive symptoms in bipolar disorder. However, sustainment of gains from symptom self-management mobile interventions, once stopped, may be limited.",NA,Journal of Affective Disorders,C.A. Depp and J. Ceglowski and V.C. Wang and F. Yaghouti and B.T. Mausbach and W.K. Thompson and E.L. Granholm,2015,"adult, Article, controlled study, depression, female, human, male, self report, feasibility study, middle aged, patient satisfaction, randomized controlled trial, major clinical study, follow up, single blind procedure, treatment outcome, psychoeducation, psychology, mobile phone, Adult, Female, Humans, Male, Middle Aged, antidepressant agent, procedures, Follow-Up Studies, Monitoring, bipolar disorder, patient education, Patient Education as Topic, Bipolar Disorder, mania, Feasibility Studies, Ambulatory, time factor, Time Factors, self care, Depression, Montgomery Asberg Depression Rating Scale, Treatment Outcome, affect, neuroleptic agent, functional disease, mood stabilizer, personalized medicine, Single-Blind Method, Self Care, Cell Phones, Affect, ambulatory monitoring, Young Mania Rating Scale, Personalized Real Time Intervention for Stabilizing Mood",23--30,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949115170&doi=10.1016%2fj.jad.2014.10.053&partnerID=40&md5=0b8ce9bef5a7f6b7c2fa11b74ff9faf0,NA,NA,NA,NA,NA,NA
Article,Strategies for {mHealth} {Research}: {Lessons} from 3 {Mobile} {Intervention} {Studies},42,NA,10.1007/s10488-014-0556-2,"The capacity of Mobile Health (mHealth) technologies to propel healthcare forward is directly linked to the quality of mobile interventions developed through careful mHealth research. mHealth research entails several unique characteristics, including collaboration with technologists at all phases of a project, reliance on regional telecommunication infrastructure and commercial mobile service providers, and deployment and evaluation of interventions â€œin the wildâ€, with participants using mobile tools in uncontrolled environments. In the current paper, we summarize the lessons our multi-institutional/multi-disciplinary team has learned conducting a range of mHealth projects using mobile phones with diverse clinical populations. First, we describe three ongoing projects that we draw from to illustrate throughout the paper. We then provide an example for multidisciplinary teamwork and conceptual mHealth intervention development that we found to be particularly useful. Finally, we discuss mHealth research challenges (i.e. evolving technology, mobile phone selection, user characteristics, the deployment environment, and mHealth system â€œbugs and glitchesâ€), and provide recommendations for identifying and resolving barriers, or preventing their occurrence altogether. Â© 2014, Springer Science+Business Media New York.",2,Administration and Policy in Mental Health and Mental Health Services Research,D. Ben-Zeev and S.M. Schueller and M. Begale and J. Duffecy and J.M. Kane and D.C. Mohr,2015,"human, mobile application, patient care, telemedicine, schizophrenia, Telemedicine, medication compliance, Humans, antidepressant agent, procedures, smartphone, Mobile Applications, Computer-Assisted, self care, Depressive Disorder, Major, computer assisted therapy, Therapy, Medication Adherence, Schizophrenia, Self Care, Smartphone, Patient Care Team, health services research, Health Services Research, Antidepressive Agents",157--167,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934299193&doi=10.1007%2fs10488-014-0556-2&partnerID=40&md5=49af536591fa92c5f447068bb061de93,NA,NA,NA,NA,NA,NA
Article,Predictors of {Utilization} of a {Novel} {Smoking} {Cessation} {Smartphone} {App},21,NA,10.1089/tmj.2014.0232,"Background: Understanding the characteristics of high and low utilizers of smartphone applications (apps) for smoking cessation would inform development of more engaging and effective apps, yet no studies to date have addressed this critical question. Informed by prior research on predictors of cessation Web site utilization, this study examines the degree to which baseline demographic factors (gender, age, and education), smoking-related factors (smoking level and friends' smoking), and psychological factors (depression and anxiety) are predictive of utilization of a smartphone app for smoking cessation called SmartQuit. Materials and Methods: Data came from 98 participants randomized to SmartQuit as part of a pilot trial from March to May 2013. We used negative binomial count regressions to examine the relationship between user characteristics and utilization of the app over an 8-week treatment period. Results: Lower education (risk ratio [RR]=0.492; p=0.021), heavier smoking (RR=0.613; p=0.033), and depression (RR=0.958; p=0.017) prospectively predicted lower app utilization. Women (RR=0.320; p=0.022), those with lower education (RR=0.491; p=0.013), and heavier smokers (RR=0.418; p=0.039) had lower utilization of app features known to predict smoking cessation. Conclusions: Many of the predictors of utilization of smoking cessation apps are the same as those of cessation Web sites. App-delivered smoking cessation treatment effectiveness could be enhanced by focusing on increasing engagement of women, those with lower education, heavy smokers, and those with current depressive symptoms. Â© Copyright 2015, Mary Ann Liebert, Inc. 2015.",12,Telemedicine and e-Health,E.Y. Zeng and R. Vilardaga and J.L. Heffner and K.E. Mull and J.B. Bricker,2015,"controlled study, female, human, male, mobile application, randomized controlled trial, smoking cessation, young adult, Female, Humans, Male, smartphone, Mobile Applications, Young Adult, Education, Smartphones, utilization, Tobacco, User characteristics, Smartphone, Signal encoding, Smart-phone applications, Applications, Depressive symptom, Smoking cessations, Mobile health, Websites, Smoking Cessation, Nicotine, Psychological factors, Critical questions, Demographic factors, Waste utilization",998--1004,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948758621&doi=10.1089%2ftmj.2014.0232&partnerID=40&md5=8016842bfcb1da626f2f489eed094afa,NA,NA,NA,NA,NA,NA
Article,Therapy on the move: {The} development of a therapeutic smartphone application,5,NA,10.4018/ijcbpl.2015010103,"The present research investigated the use of a Smartphone App as an adjunct in the treatment of a range of anxiety disorders. The primary aim of the App was to increase client adherence to between session therapy tasks, involving homework practice of a range of skills and tasks known to be associated with successful treatment of anxiety disorders. Homework is an important component of many therapeutic approaches, allowing clients to practise therapeutic skills between sessions, as well as providing continuity between sessions (Freeman \& Rosenfield, 2002). Greater client adherence to homework tasks has been associated with improved treatment outcomes, and may be particularly important for reducing the risk of relapse (Scheel, Hanson, \& Razzhavaikina, 2004). However, despite the benefits of engagement with homework tasks, client adherence to these activities can often be a significant barrier to treatment (Addis \& Jacobson, 2000; Burns \& Nolenhoeksema, 1991; Detweiler \& Whisman, 1999; Detweiler-Bedell \& Whisman, 2005). It is also one area in which the use of adjunctive technologies may have the greatest impact. The aim of this paper was to describe the development and pilot testing of a therapeutic Smartphone application, namely, PsychAssist. This application was designed as an adjunct to face-to-face therapy in the treatment of anxiety disorders among adults. The App was developed with the purpose of enhancing client engagement and adherence to between session (homework) tasks to improve maintenance and generalization of therapeutic behaviours. Copyright Â© 2015, IGI Global.",1,"International Journal of Cyber Behavior, Psychology and Learning",B.A. Clough and L.M. Casey,2015,NA,33--41,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922952164&doi=10.4018%2fijcbpl.2015010103&partnerID=40&md5=2c9dbae990c518d32238026fc413082c,NA,NA,NA,NA,NA,NA
InProceedings,Developing a smartphone application for the {Life} {Enhancement} {Treatment} for {Substance} {Use} ({LETS} act): {Designing} for motivation and feedback,2015-January,NA,10.1177/1541931215591158,"The Life Enhancement Treatment for Substance Use (LETS ACT) is a behavioral activation based treatment for comorbid depression and substance use (Daughters et al, 2008). We describe the iterative design process for including motivational and informational attributes in a smartphone application supporting treatment via LETS ACT and LETS ACT-SE (Daughters \& Chen, 2014). Design of the app was uniquely constrained by the need to meet clinical requirements while serving a special population of substance users. The primary goal of LETS ACT is to motivate the user to identify, engage in, and continue engaging in rewarding activities that align with their important life areas, goals, and values, and thus extend the effects of treatment sessions through self-management. In support of this primary goal, the goal of the app is to motivate the user to continue to use the application, and thus to adhere to the primary goal: self-management of treatment. In efficacy studies of LETS ACT and LETS ACT-SE, users could see their progress on paper (Daughters et al, 2008; Magidson et al, 2011) or on a web based platform. How to capitalize on the additional interactive affordances of a standalone smartphone application for this user group was unknown. The two challenges of providing information and motivation were at the core of the app design. Copyright 2015 Human Factors and Ergonomics Society.",NA,NA,L.A. Matalenas and A.C. McLaughlin and Y. Chen and S.B. Daughters,2015,"Human engineering, Smartphones, Motivation, Signal encoding, Aluminum, Smart-phone applications, Self management, Ergonomics, User groups, Affordances, Iterative design, Substance use, Web based platform",1100--1104,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981742249&doi=10.1177%2f1541931215591158&partnerID=40&md5=501932c909ead2182a8023d1e111f4a7,Proceedings of the {Human} {Factors} and {Ergonomics} {Society},NA,NA,NA,NA,NA
Article,A {Pilot} {Study} to {Examine} the {Feasibility} and {Potential} {Effectiveness} of {Using} {Smartphones} to {Provide} {Recovery} {Support} for {Adolescents},36,NA,10.1080/08897077.2014.970323,"Smartphone applications can potentially provide recovery monitoring and support in real-time, real-life contexts. Study aims included determining feasibility of (a) adolescents completing ecological momentary assessments (EMAs) and utilizing phone-based ecological momentary interventions (EMIs); and (b) using EMA and EMI data to predict substance use in the subsequent week. Methods: Twenty-nine adolescents were recruited at discharge from residential treatment, regardless of their discharge status or length of stay. During the 6-week pilot, youth were prompted to complete an EMA at 6 random times per day and were provided access to a suite of recovery support EMI. Youth completed 87\% of the 5580 EMAs. Based on use in the next 7 days, EMA observations were classified into 3 risk groups: {""}Current Use{""} in the past 30 minutes (3\% of observations), {""}Unrecognized Risk{""} (42\%), or {""}Recognized Risk{""} (55\%). All youth had observations in 2 or more risk groups and 38\% in all 3. Youth accessed an EMI on average 162 times each week. Results: Participants were 31\% female, 48\% African American, 21\% Caucasian, 7\% Hispanic, and 24\% Mixed/Other; average age was 16.6 years. During the 90 days prior to entering treatment, youth reported using alcohol (38\%), marijuana (41\%), and other drugs (7\%). When compared with the {""}Recognized Risk{""} group's use in the following week (31\%), both the {""}Unrecognized Risk{""} (50\%, odds ratio [OR] = 2.08) and {""}Current Use{""} (96\%, OR = 50.30) groups reported significantly higher rates of use in the next week. When an EMI was accessed 2 or more times within the hour following an EMA, the rate of using during the next week was significantly lower than when EMIs were not accessed (32\% vs. 43\%, OR = 0.62). Conclusions: Results demonstrate the feasibility of using smartphones for recovery monitoring and support with adolescents, with potential to reduce use. Â© 2015 Taylor and Francis Group, LLC.",4,Substance Abuse,M.L. Dennis and C.K. Scott and R.R. Funk and L. Nicholson,2015,"female, human, male, mobile application, pilot study, ecological momentary assessment, feasibility study, adolescent, Adolescent, Female, Humans, Male, procedures, smartphone, Mobile Applications, Pilot Projects, Feasibility Studies, Computer-Assisted, computer assisted therapy, Therapy, Smartphone, Substance-Related Disorders, Ecological Momentary Assessment",486--492,English,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948093525&doi=10.1080%2f08897077.2014.970323&partnerID=40&md5=188dee028afad5f1fe48704adee07baf,NA,NA,NA,NA,NA,NA
Article,{CBT} for depression: a pilot {RCT} comparing mobile phone vs. computer,13,1471-244X,10.1186/1471-244X-13-49,"Background: This paper reports the results of a pilot randomized controlled trial comparing the delivery modality (mobile phone/tablet or fixed computer) of a cognitive behavioural therapy intervention for the treatment of depression. The aim was to establish whether a previously validated computerized program (The Sadness Program) remained efficacious when delivered via a mobile application. Method: 35 participants were recruited with Major Depression (80\% female) and randomly allocated to access the program using a mobile app (on either a mobile phone or iPad) or a computer. Participants completed 6 lessons, weekly homework assignments, and received weekly email contact from a clinical psychologist or psychiatrist until completion of lesson 2. After lesson 2 email contact was only provided in response to participant request, or in response to a deterioration in psychological distress scores. The primary outcome measure was the Patient Health Questionnaire 9 (PHQ-9). Of the 35 participants recruited, 68.6\% completed 6 lessons and 65.7\% completed the 3-months follow up. Attrition was handled using mixed-model repeated-measures ANOVA. Results: Both the Mobile and Computer Groups were associated with statistically significantly benefits in the PHQ-9 at post-test. At 3 months follow up, the reduction seen for both groups remained significant. Conclusions: These results provide evidence to indicate that delivering a CBT program using a mobile application, can result in clinically significant improvements in outcomes for patients with depression.",NA,BMC PSYCHIATRY,Sarah Watts and Anna Mackenzie and Cherian Thomas and Al Griskaitis and Louise Mewton and Alishia Williams and Gavin Andrews,2013,"Mobile app, Treatment, Cognitive behavioural therapy, Major depressive disorder, Internet treatment",NA,English,feb,NA,NA,NA,NA,NA,NA,NA
Article,Clinician {Perceptions} of {Using} a {Smartphone} {App} with {Prolonged} {Exposure} {Therapy},41,0894-587X,10.1007/s10488-013-0532-2,"Clinician perceptions of clinical innovations affect their adoption and spread. This study investigated mental health clinicians' (n = 163) perceptions of a patient-facing smartphone application (app) for prolonged exposure (PE) therapy for posttraumatic stress disorder, before its public release. After reading a description of the app, participants rated perceptions of it based on diffusion of innovations theory constructs. Perceptions were generally favorable regarding the app's relative advantage over existing PE practices, compatibility with their values and needs, and complexity. Age ({\textbackslash}textless40 years), smartphone ownership, and having used apps in care related to more favorable perceptions. Smartphone ownership, relative advantage, and complexity significantly predicted intention to use the app if it were available. These findings suggest that clinicians are receptive to using a PE app and that dissemination efforts should target sub-groups of PE clinicians to maximize adoption.",6,ADMINISTRATION AND POLICY IN MENTAL HEALTH AND MENTAL HEALTH SERVICES RESEARCH,Eric Kuhn and Afsoon Eftekhari and Julia E. Hoffman and Jill J. Crowley and Kelly M. Ramsey and Greg M. Reger and Josef I. Ruzek,2014,"Posttraumatic stress disorder, Smartphone app, Diffusion of innovations, PE coach, Prolonged exposure therapy",800--807,English,nov,NA,NA,NA,NA,NA,NA,NA
Article,Cognitive behavior therapy versus interpersonal psychotherapy for social anxiety disorder delivered via smartphone and computer: {A} randomized controlled trial,28,0887-6185,10.1016/j.janxdis.2014.02.003,"In this study, a previously evaluated guided Internet-based cognitive behavior therapy for social anxiety disorder (SAD) was adapted for mobile phone administration (mCBT). The treatment was compared with a guided self-help treatment based on interpersonal psychotherapy (mIPT). The treatment platform could be accessed through smartphones, tablet computers, and standard computers. A total of 52 participants were diagnosed with SAD and randomized to either mCBT (n = 27) or mIPT (n = 25). Measures were collected at pre-treatment, during the treatment, post-treatment and 3-month follow-up. On the primary outcome measure, the Liebowitz Social Anxiety Scale - self-rated, both groups showed statistically significant improvements. However, mCBT performed significantly better than mIPT (between group Cohen's d = 0.64 in favor of mCBT). A larger proportion of the mCBT group was classified as responders at post-treatment (55.6\% versus 8.0\% in the mIPT group). We conclude that CBT for SAD can be delivered using modern information technology. IPT delivered as a guided self-help treatment may be less effective in this format. (c) 2014 Elsevier Ltd. All rights reserved.",4,JOURNAL OF ANXIETY DISORDERS,Jesper Dagoo and Robert Persson Asplund and Helene Andersson Bsenko and Sofia Hjerling and Anna Holmberg and Susanne Westh and Louise Oberg and Brjann Ljotsson and Per Carlbring and Tomas Furmark and Gerhard Andersson,2014,"Internet, Smartphone, Cognitive behavior therapy, Interpersonal psychotherapy, Social anxiety disorder",410--417,English,may,NA,NA,NA,NA,NA,NA,NA
Article,The {SmartCAT}: {An} m- {Health} {Platform} for {Ecological} {Momentary} {Intervention} in {Child} {Anxiety} {Treatment},20,1530-5627,10.1089/tmj.2013.0214,"Introduction:Cognitive behavioral therapy (CBT) for child anxiety, although efficacious, typically requires 16-20 weekly sessions with a therapist. Brief CBT (BCBT; eight sessions) for child anxiety is promising but may have less favorable outcomes owing to reduced session time. Mobile health (m-health) has the potential to improve BCBT efficacy by delivering ecological momentary intervention to engage youth in learning and practicing CBT skills in their everyday lives (in vivo).Materials and Methods:We developed an m-health platform entitled SmartCAT (Smartphone-enhanced Child Anxiety Treatment). SmartCAT consists of (1) a smartphone application (app) that cues youth to use the CBT skills taught in sessions, (2) an online portal that allows therapists to monitor skill use, to send cues and treatment-related materials, to engage youth in real-time via secure messages, and to manage rewards, and (3) a communication protocol that allows real-time bidirectional exchange between the app and the portal. A pilot study with nine youth (9-14 years old) examined the platform's feasibility as an adjunct to BCBT.Results:SmartCAT was found to be capable of supporting BCBT for child anxiety and received positive feedback from both therapists and youth patients. Patients rated the app as highly usable (mean=1.7 on a 1-7 scale, with 1=easy). Patients completed 5.36 skills coach entries per session (standard deviation=1.95) and took an average of 3.14min (standard deviation=0.98min) to complete the entries.Conclusions:A smartphone app is feasible within CBT for child anxiety. Users found SmartCAT both acceptable and easy to use. Integrating an m-health platform within BCBT for anxious children may facilitate involvement in treatment and dissemination of effective procedures.",5,â„¡EMEDICINE AND E-HEALTH,Gede Pramana and Bambang Parmanto and Philip C. Kendall and Jennifer S. Silk,2014,"telehealth, telepsychiatry, e-health",419--427,English,may,NA,NA,NA,NA,NA,NA,NA
Article,Clinician {Characteristics} and {Perceptions} {Related} to {Use} of the {PE} ({Prolonged} {Exposure}) {Coach} {Mobile} {App},46,0735-7028,10.1037/pro0000051,"Using smartphones in the provision of evidence-based psychotherapy holds tremendous potential for enhancing care. Mental health clinicians' perceptions of smartphone-delivered interventions will affect their decision to adopt these promising innovations. As a follow-up to our early study (Kuhn et al., 2014), here we investigated mental health clinicians' (N = 271) use of a patient-facing smartphone app for prolonged exposure (PE) therapy for posttraumatic stress disorder, called PE Coach. A Web-based survey assessed clinicians' perceptions of the app using diffusion of innovations constructs. Half of the sample practicing PE in the past year reported using PE Coach, with 93.6\% intending to continue using it. For clinicians who did not use PE Coach, 77.6\% intended to use it in the future. Perceptions of PE Coach were generally favorable regarding its relative advantage over current practices, compatibility with clinicians' values and needs, complexity, trialability, and observability. Younger clinicians ({\textbackslash}textless40 years) had more favorable perceptions of the app's perceived complexity than did older clinicians ({\textbackslash}textgreater= 40 years). Clinicians owning smartphones, relative to those not, had more favorable perceptions of compatibility, complexity, and trialability. PE Coach users, relative to nonusers, had more favorable perceptions across all constructs, except trialability. Finally, after controlling for number of PE patients seen in the past year, clinician age and perceived complexity of the app significantly predicted use of PE Coach. These findings suggest that clinicians are using PE Coach and have favorable perceptions of it, but enhanced dissemination efforts may be needed to increase adoption for certain clinician groups.",6,PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE,Eric Kuhn and Jill J. Crowley and Julia E. Hoffman and Afsoon Eftekhari and Kelly M. Ramsey and Jason E. Owen and Greg M. Reger and Josef I. Ruzek,2015,"posttraumatic stress disorder, mobile apps, mobile phone intervention, diffusion of innovations, prolonged exposure therapy",437--443,English,dec,NA,NA,NA,NA,NA,NA,NA
Article,Development of a smartphone application for eating disorder self-monitoring,48,0276-3478,10.1002/eat.22386,"ObjectiveThis case report aims to (1) describe the development and refinement of a smartphone application for eating disorder self-monitoring; (2) characterize its users in terms of demographic and clinical characteristics; and (3) explore its feasibility and utilization as a self-monitoring tool. MethodWe developed a mobile phone application through which people with eating disorders can self-monitor meals, emotions, behaviors, and thoughts. The application also included positive reinforcement, coping skill suggestions, social support, and feedback components. The app was made available on two Internet app stores. Data include number of downloads and subsequent usage statistics, consumer ratings on app-stores are used as indicators of satisfaction, anonymous aggregate demographic data and Eating Disorder Examination Questionnaire scores from 57,940 individuals collected over a two-year period. ResultsThe app demonstrated population-level utilization with over 100,000 users over a two-year period. Almost 50\% percent of users stated that they are not currently receiving clinical treatment and 33\% reported they had not told anyone about their eating disorder. A surprising number of people with severe problems are using the app. DiscussionSmartphone apps have the capacity to reach and engage traditionally underserved individuals with eating disorders at a large scale. Additional work is indicated for the evaluation of the clinical effectiveness of applications for specific user groups and in clinical treatment contexts. (c) 2015 Wiley Periodicals, Inc. (Int J Eat Disord 2015; 48:972-982)",7,INTERNATIONAL JOURNAL OF EATING DISORDERS,Jenna P. Tregarthen and James Lock and Alison M. Darcy,2015,"cognitive behavioral therapy, smartphone, mobile health, eating disorders, app",972--982,English,nov,NA,NA,NA,NA,NA,NA,NA
Article,Comparison of {Prolonged} {Exposure} ({PE}) {Coach} to {Treatment} as {Usual}: {A} {Case} {Series} {With} {Two} {Active} {Duty} {Soldiers},27,0899-5605,10.1037/mil0000083,"PE Coach is a mobile application (app) designed as a treatment companion to support patient and provider work during prolonged exposure (PE), a first-line treatment for posttraumatic stress disorder. Little research exists about patients' and providers' reactions to mobile apps in the context of psychotherapy. The present study examined PE Coach with 2 soldiers to assess usability and satisfaction with the app. Soldiers completed 8 sessions of PE and used PE Coach during 4 of those sessions. Soldiers rated the PE Coach positively and reported higher levels of satisfaction during PE with PE Coach as compared with PE alone. Authors discuss their clinical observations from using PE Coach. The soldier and provider experiences demonstrate the potential value of PE Coach in enhancing treatment engagement and support the value of future research exploring mobile computing platforms to support evidence-based treatments, in general.",5,MILITARY PSYCHOLOGY,Greg M. Reger and Nancy A. Skopp and Amanda Edwards-Stewart and Eder L. Lemus,2015,"posttraumatic stress disorder, exposure therapy, mobile applications, PE Coach",287--296,English,sep,NA,NA,NA,NA,NA,NA,NA
Article,Adding smartphone-based cognitive-behavior therapy to pharmacotherapy for major depression ({FLATT} project): study protocol for a randomized controlled trial,16,1745-6215,10.1186/s13063-015-0805-z,"Background: Major depression is one of the most debilitating diseases in terms of quality of life. Less than half of patients suffering from depression can achieve remission after adequate antidepressant treatment. Another promising treatment option is cognitive-behavior therapy (CBT). However, the need for experienced therapists and substantive dedicated time prevent CBT from being widely disseminated. In the present study, we aim to examine the effectiveness of switching antidepressants and starting a smartphone-based CBT program at the same time, in comparison to switching antidepressants only, among patients still suffering from depression after adequate antidepressant treatment. Methods/design: A multi-center randomized trial is currently being conducted since September 2014. The smartphone-based CBT program, named the â€œKokoro-App,â€ for major depression has been developed and its feasibility has been confirmed in a previous open study. The program consists of an introduction, 6 sessions and an epilogue, and is expected to be completed within 9 weeks by patients. In the present trial, 164 patients with DSM-5 major depressive disorder and still suffering from depressive symptoms after adequate antidepressant treatment for more than 4 weeks will be allocated to the Kokoro-App plus switching antidepressant group or the switching antidepressant alone group. The participants allocated to the latter group will receive full components of the Kokoro-App after 9 weeks. The primary outcome is the change in the total score on the Patient Health Questionnaire through the 9 weeks of the program, as assessed at week 0, 1, 5 and 9 via telephone by blinded raters. The secondary outcomes include the change in the total score of the Beck Depression Inventory-II, change in side effects as assessed by the Frequency, Intensity and Burden of Side Effects Rating, and treatment satisfaction. Discussion: An effective and reachable intervention may not only lead to healthier mental status among depressed patients, but also to reduced social burden from this illness. This paper outlines the background and methods of a trial that evaluates the possible additive value of a smartphone-based CBT program for treatment-resistant depression.",NA,TRIALS,Norio Watanabe and Masaru Horikoshi and Mitsuhiko Yamada and Shinji Shimodera and Tatsuo Akechi and Kazuhira Miki and Masatoshi Inagaki and Naohiro Yonemoto and Hissei Imai and Aran Tajika and Yusuke Ogawa and Nozomi Takeshima and Yu Hayasaka and Toshi A. Furukawa and Fun Learn Act Think Through,2015,"Depression, Cognitive therapy, Behavior therapy, Computer-assisted therapy, Randomized controlled trials",NA,English,jul,NA,NA,NA,NA,NA,NA,NA
InProceedings,{iCanLearn}: {A} {Mobile} {Application} for {Creating} {Flashcards} and {Social} {Stories} ({TM}) for {Children} with {Autism},8456,NA,10.1007/978-3-319-14424-5_25,"This paper describes the design, implementation, and evaluation of iCanLearn, a mobile flashcard application (app) that can also be used for creating social stories for children with Autism Spectrum Disorders (ASDs). The app allows users to create personalized content using text, pictures and audio on their mobile devices (smartphones and tablets). Users of this application software can also share the content by connecting their devices over Wi-Fi. An evaluation of the app from both the perspective of children with ASD and their caregivers suggests that the app is easy to use.",NA,NA,Aaron Zaffke and Niharika Jain and Norah Johnson and Mohammad Arif {Ul Alam} and Marta Magiera and Sheikh Iqbal Ahamed,2015,"Assistive technology, Computer-mediated communication, User-centered design, Mobile application, Design methods",225--230,English,NA,NA,{SMART} {HOMES} {AND} {HEALTH} â„¡{EMATICS},"GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",Lecture {Notes} in {Computer} {Science},978-3-319-14424-5 978-3-319-14423-8,SPRINGER INT PUBLISHING AG,S Bodine and T Gu and C {Mokhtari M} and {Helal}
